,title,publish,view_count,like_count
241,"The Pat McAfee Show | Tuesday August 31st, 2021",2021-08-31T20:28:31Z,272569,4113
242,"The Pat McAfee Show | Monday August 30th, 2021",2021-08-30T19:44:52Z,230909,3809
243,"The Pat McAfee Show | Friday August 27th, 2021",2021-08-27T19:27:00Z,236862,3495
244,"The Pat McAfee Show | Thursday August 26th, 2021",2021-08-26T19:27:30Z,233789,3896
245,"The Pat McAfee Show | Wednesday August 25th, 2021",2021-08-25T19:37:47Z,282160,5149
246,"The Pat McAfee Show | Tuesday August 24th, 2021",2021-08-24T19:56:50Z,253827,4321
247,"The Pat McAfee Show | Monday August 23rd, 2021",2021-08-23T20:32:46Z,250150,4042
248,"The Pat McAfee Show | Friday August 20th, 2021",2021-08-20T20:24:04Z,302004,4528
249,"The Pat McAfee Show | Thursday August 19th, 2021",2021-08-19T20:03:36Z,204155,3189
250,"The Pat McAfee Show | Wednesday August 18th, 2021",2021-08-18T19:46:24Z,204945,3470
251,"The Pat McAfee Show | Tuesday August 17th, 2021",2021-08-17T19:50:00Z,253890,3873
252,"The Pat McAfee Show | Monday August 16th, 2021",2021-08-16T20:21:54Z,319044,3954
253,"The Pat McAfee Show | Friday August 13th, 2021",2021-08-13T18:13:37Z,235378,6244
254,"The Pat McAfee Show | Thursday August 12th, 2021",2021-08-12T20:02:11Z,217872,3523
255,"The Pat McAfee Show | Wednesday August 11th, 2021",2021-08-11T20:22:35Z,298599,3551
256,"The Pat McAfee Show | Tuesday August 10th, 2021",2021-08-10T20:02:32Z,270036,3718
257,"The Pat McAfee Show | Monday August 9th, 2021",2021-08-09T19:58:45Z,259933,4158
258,"The Pat McAfee Show | Friday August 6th, 2021",2021-08-06T19:25:53Z,531790,4423
259,"The Pat McAfee Show | Thursday August 5th, 2021",2021-08-05T20:01:13Z,263816,3576
260,"The Pat McAfee Show | Wednesday August 4th, 2021",2021-08-04T19:45:58Z,213040,3401
261,"The Pat McAfee Show | Tuesday August 3rd, 2021",2021-08-03T19:53:05Z,248473,3842
262,"The Pat McAfee Show | Monday August 2nd, 2021",2021-08-02T19:46:37Z,231065,3695
263,"The Pat McAfee Show | Friday July 30th, 2021",2021-07-30T18:23:54Z,233878,3782
264,"The Pat McAfee Show | Thursday July 29th, 2021",2021-07-29T19:34:33Z,220578,3820
265,"The Pat McAfee Show | Wednesday July 28th, 2021",2021-07-28T20:00:55Z,261703,3672
266,"The Pat McAfee Show | Tuesday July 27th, 2021",2021-07-27T20:31:19Z,236231,4046
267,"The Pat McAfee Show | Monday July 26th, 2021",2021-07-26T19:50:09Z,293974,3941
268,"The Pat McAfee Show | Friday July 23rd, 2021",2021-07-23T19:19:12Z,213707,3295
269,"The Pat McAfee Show | Thursday July 22nd, 2021",2021-07-22T20:14:50Z,277603,3412
270,"The Pat McAfee Show | Wednesday July 21st, 2021",2021-07-21T19:10:21Z,220317,3606
271,"The Pat McAfee Show | Tuesday July 20th, 2021",2021-07-20T20:02:42Z,285930,3507
272,"The Pat McAfee Show | Monday July 19th, 2021",2021-07-19T19:51:54Z,248147,3783
273,"The Pat McAfee Show | Friday July 16th, 2021",2021-07-16T19:40:51Z,332765,5567
274,"The Pat McAfee Show | Thursday July 15th, 2021",2021-07-15T19:36:48Z,196976,3064
275,"The Pat McAfee Show | Wednesday July 14th, 2021",2021-07-14T20:18:28Z,183671,3114
276,"The Pat McAfee Show | Tuesday July 13th, 2021",2021-07-13T19:53:03Z,238707,3727
277,"The Pat McAfee Show | Monday July 12th, 2021",2021-07-12T20:10:51Z,301330,3459
278,"The Pat McAfee Show | Friday July 9th, 2021",2021-07-09T19:46:31Z,229105,3347
279,"The Pat McAfee Show | Thursday July 8th, 2021",2021-07-08T20:58:39Z,174126,3035
280,"The Pat McAfee Show | Wednesday July 7th, 2021",2021-07-07T19:56:06Z,218623,3732
281,"The Pat McAfee Show | Tuesday July 6th, 2021",2021-07-06T20:01:17Z,216207,4045
282,"The Pat McAfee Show | Monday July 5th, 2021 (Re-upload)",2021-07-05T23:41:12Z,46653,612
283,"The Pat McAfee Show | Monday July 5th, 2021",2021-07-05T19:08:26Z,184770,3470
284,"The Pat McAfee Show | Thursday June 24th, 2021",2021-06-24T19:42:40Z,253152,3642
285,"The Pat McAfee Show | Wednesday June 23rd, 2021",2021-06-23T20:04:54Z,225605,3284
286,"The Pat McAfee Show | Tuesday June 22nd, 2021",2021-06-22T19:36:34Z,203682,3329
287,"The Pat McAfee Show | Monday June 21st, 2021",2021-06-21T19:46:12Z,228730,3432
288,"The Pat McAfee Show | Friday June 18th, 2021",2021-06-18T19:17:11Z,187904,3281
289,"The Pat McAfee Show | Thursday June 17th, 2021",2021-06-17T19:27:39Z,187598,3017
290,"The Pat McAfee Show | Wednesday June 16th, 2021",2021-06-16T20:00:25Z,199375,3096
291,"The Pat McAfee Show | Tuesday June 15th, 2021",2021-06-15T20:11:36Z,264765,3992
292,"The Pat McAfee Show | Monday June 14th, 2021",2021-06-14T20:31:03Z,555742,4557
293,"The Pat McAfee Show | Friday June 11th, 2021",2021-06-11T19:14:50Z,217641,3367
294,"The Pat McAfee Show | Thursday June 10th, 2021",2021-06-10T20:59:30Z,447617,4087
295,"The Pat McAfee Show | Wednesday June 9th, 2021",2021-06-09T19:41:02Z,242899,3773
296,"The Pat McAfee Show | Tuesday June 8th, 2021",2021-06-08T19:48:49Z,249945,3724
297,"The Pat McAfee Show | Friday June 4th, 2021",2021-06-04T19:12:09Z,222436,3509
298,"The Pat McAfee Show | Thursday June 3rd, 2021",2021-06-03T19:40:10Z,223027,3531
299,"The Pat McAfee Show | Wednesday June 2nd, 2021",2021-06-02T23:32:12Z,232113,3661
300,"The Pat McAfee Show | Tuesday June 1st, 2021",2021-06-01T20:12:09Z,249692,3974
301,"The Pat McAfee Show | Friday May 28th, 2021",2021-05-28T19:17:17Z,241100,3646
302,"The Pat McAfee Show | Thursday May 27th, 2021",2021-05-27T20:02:17Z,244144,3658
303,"The Pat McAfee Show | Wednesday May 26th, 2021 (FULL SHOW)",2021-05-27T02:13:14Z,4766,81
304,"The Pat McAfee Show | Wednesday May 26th, 2021",2021-05-26T20:31:42Z,214555,3802
305,"The Pat McAfee Show | Wednesday May 26th, 2021",2021-05-26T16:56:14Z,112815,1650
306,"The Pat McAfee Show | Tuesday May 25th, 2021",2021-05-25T20:24:33Z,605151,4711
307,"The Pat McAfee Show | Monday May 24th, 2021",2021-05-24T20:35:45Z,494427,4232
308,"The Pat McAfee Show | Friday May 21st, 2021",2021-05-21T19:40:44Z,235863,3652
309,"The Pat McAfee Show | Thursday May 20th, 2021",2021-05-20T19:43:13Z,247574,4100
310,"The Pat McAfee Show | Wednesday May 19th, 2021",2021-05-19T20:10:34Z,260648,3911
311,"The Pat McAfee Show | Tuesday May 18th, 2021",2021-05-18T20:16:16Z,380508,4522
312,"The Pat McAfee Show | Monday May 17th, 2021",2021-05-17T19:59:11Z,282909,4358
313,"The Pat McAfee Show | Friday May 14th, 2021",2021-05-14T19:10:23Z,282425,4183
314,"The Pat McAfee Show | Thursday May 13th, 2021",2021-05-13T20:20:37Z,259482,4676
315,"The Pat McAfee Show | Wednesday May 12th, 2021",2021-05-12T19:39:53Z,267318,4430
316,"The Pat McAfee Show | Tuesday May 11th, 2021",2021-05-11T19:59:49Z,270167,4163
317,"The Pat McAfee Show | Monday May 10th, 2021",2021-05-10T21:46:56Z,432995,4718
318,"The Pat McAfee Show | Friday May 7th, 2021",2021-05-07T19:35:18Z,305368,4699
319,"The Pat McAfee Show | Thursday May 6th, 2021",2021-05-06T19:53:07Z,283850,4911
320,"The Pat McAfee Show | Wednesday May 5th, 2021",2021-05-05T19:36:35Z,294109,4896
321,"The Pat McAfee Show | Tuesday May 4th, 2021",2021-05-04T19:52:27Z,313637,5040
322,"The Pat McAfee Show | Monday May 3rd, 2021",2021-05-03T19:31:33Z,360939,6209
323,"The Pat McAfee Show | Friday April 30th, 2021",2021-04-30T19:42:11Z,407224,6188
324,"Pat McAfee's Draft Spectacular | April 29th, 2021",2021-04-30T04:30:08Z,1295791,33792
325,"The Pat McAfee Show | Thursday April 29th, 2021",2021-04-29T19:51:11Z,362353,6510
326,"The Pat McAfee Show | Wednesday April 28th, 2021",2021-04-28T20:23:35Z,428734,4557
327,"The Pat McAfee Show | Tuesday April 27th, 2021",2021-04-27T20:07:24Z,317278,4252
328,"The Pat McAfee Show | Monday April 26th, 2021",2021-04-26T19:57:20Z,328151,4404
329,"The Pat McAfee Show | Friday April 23rd, 2021",2021-04-23T19:30:06Z,229802,3532
330,"The Pat McAfee Show | Thursday April 22nd, 2021",2021-04-22T20:04:56Z,260719,3503
331,"The Pat McAfee Show | Wednesday April 21st, 2021",2021-04-21T19:41:58Z,253239,3955
332,"The Pat McAfee Show | Tuesday April 20th, 2021",2021-04-20T19:55:37Z,348141,4512
333,"The Pat McAfee Show | Monday April 19th, 2021",2021-04-19T19:46:40Z,268205,4235
334,"The Pat McAfee Show | Friday April 16th, 2021",2021-04-16T19:12:13Z,287383,4494
335,"The Pat McAfee Show | Thursday April 15th, 2021",2021-04-15T20:19:53Z,456526,4862
336,"The Pat McAfee Show | Wednesday April 14th, 2021",2021-04-14T20:06:01Z,337107,4473
337,"The Pat McAfee Show | Tuesday April 13th, 2021",2021-04-13T20:12:33Z,456103,4048
338,"The Pat McAfee Show | Monday April 12th, 2021",2021-04-12T19:53:47Z,275811,3969
339,"The Pat McAfee Show | Monday, February 17th",2021-04-09T18:10:45Z,36702,472
340,"The Pat McAfee Show | Thursday, February 20th",2021-04-09T18:11:05Z,25126,395
341,"The Pat McAfee Show | Friday April 9th, 2021",2021-04-09T19:31:06Z,269043,4294
342,"The Pat McAfee Show | Thursday April 8th, 2021",2021-04-08T20:01:43Z,271614,3941
343,"The Pat McAfee Show | Wednesday April 7th, 2021",2021-04-07T20:05:33Z,453786,4823
344,"The Pat McAfee Show | Tuesday April 6th, 2021",2021-04-06T20:03:44Z,324869,4745
345,"The Pat McAfee Show | Monday April 5th, 2021",2021-04-05T19:36:23Z,317600,5166
346,"The Pat McAfee Show | Friday April 2nd, 2021",2021-04-02T20:09:49Z,334619,4665
347,"The Pat McAfee Show | Thursday April 1st, 2021",2021-04-01T20:22:49Z,425605,4767
348,"The Pat McAfee Show | Wednesday March 31st, 2021",2021-03-31T20:02:36Z,307158,4818
349,"The Pat McAfee Show | Tuesday March 30th, 2021",2021-03-30T20:15:16Z,401601,4985
350,"The Pat McAfee Show | Monday March 29th, 2021",2021-03-29T20:03:00Z,306296,4747
351,"The Pat McAfee Show | Friday March 26th, 2021",2021-03-26T20:35:20Z,310326,5573
352,"The Pat McAfee Show | Thursday March 25th, 2021",2021-03-25T20:12:13Z,446096,5045
353,"The Pat McAfee Show | Wednesday March 24th, 2021",2021-03-24T19:45:25Z,324182,5376
354,"The Pat McAfee Show | Tuesday March 23rd, 2021",2021-03-23T20:42:17Z,291758,5206
355,"The Pat McAfee Show | Monday March 22nd, 2021",2021-03-22T20:24:51Z,312612,5479
356,"The Pat McAfee Show | Friday March 19th, 2021",2021-03-19T20:33:37Z,882904,8993
357,"The Pat McAfee Show | Thursday March 18th, 2021",2021-03-18T20:23:15Z,573097,6110
358,"The Pat McAfee Show | Wednesday March 17th, 2021",2021-03-17T20:48:53Z,541290,6359
359,"The Pat McAfee Show | Tuesday March 16th, 2021",2021-03-16T19:59:55Z,375449,6799
360,"The Pat McAfee Show | Monday March 15th, 2021",2021-03-15T20:02:55Z,421896,7453
361,"The Pat McAfee Show | Friday March 12th, 2021",2021-03-12T20:35:22Z,340277,5491
362,"The Pat McAfee Show | Thursday March 11th, 2021",2021-03-11T21:19:13Z,435967,4731
363,"The Pat McAfee Show | Wednesday March 10th, 2021",2021-03-10T21:17:20Z,422055,4782
364,"The Pat McAfee Show | Tuesday March 9th, 2021",2021-03-09T21:12:09Z,570485,5359
365,"The Pat McAfee Show | Monday March 8th, 2021",2021-03-08T20:18:27Z,273421,4745
366,"The Pat McAfee Show | Friday March 5th, 2021",2021-03-05T20:34:45Z,292801,4584
367,"The Pat McAfee Show | Thursday March 4th, 2021",2021-03-04T20:51:19Z,289107,4459
368,"The Pat McAfee Show | Wednesday March 3rd, 2021",2021-03-03T20:54:04Z,468898,5430
369,"The Pat McAfee Show | Tuesday March 2nd, 2021",2021-03-02T20:36:31Z,387409,4524
370,Pat McAfee Reacts To JJ Watt Signing With The Arizona Cardinals,2021-03-01T18:03:18Z,564589,11312
371,"The Pat McAfee Show | Monday March 1st, 2021",2021-03-01T20:37:12Z,324150,5323
372,"The Pat McAfee Show | Friday February 26th, 2021",2021-02-26T21:00:23Z,311030,4715
373,"The Pat McAfee Show | Thursday February 25th, 2021",2021-02-25T21:14:24Z,396705,5481
374,"The Pat McAfee Show | Tuesday February 23rd, 2021",2021-02-23T21:20:06Z,416472,5664
375,"The Pat McAfee Show | Monday February 22nd, 2021",2021-02-22T20:20:45Z,318362,5600
376,"The Pat McAfee Show | Thursday February 18th, 2021",2021-02-18T20:40:32Z,526122,11390
377,"The Pat McAfee Show | Wednesday February 17th, 2021",2021-02-17T20:42:33Z,281690,4836
378,"The Pat McAfee Show | Tuesday February 16th, 2021",2021-02-16T21:10:41Z,453774,5239
379,"The Pat McAfee Show | Monday February 15th, 2021",2021-02-15T20:47:54Z,309858,4979
380,"The Pat McAfee Show | Friday, February 12th, 2021",2021-02-12T21:23:27Z,336832,5835
381,"The Pat McAfee Show | Thursday February 11th, 2021",2021-02-11T21:25:43Z,289385,5350
382,"The Pat McAfee Show | Wednesday February 10th, 2021",2021-02-10T20:50:56Z,371201,5385
383,"The Pat McAfee Show | Tuesday February 9th, 2021",2021-02-09T21:15:40Z,552807,6567
384,"The Pat McAfee Show | Monday February 8th, 2021",2021-02-08T20:36:54Z,698853,10103
385,Countdown To Kickoff Celebration Super Show | The Pat McAfee Show,2021-02-07T23:53:27Z,558866,15419
386,"The Pat McAfee Show | Friday February 5th, 2021",2021-02-05T20:33:57Z,330286,5641
387,"The Pat McAfee Show | Thursday February 4th, 2021",2021-02-04T21:11:05Z,358529,6098
388,"The Pat McAfee Show | Wednesday February 3rd, 2021",2021-02-03T20:46:25Z,323886,6321
389,"The Pat McAfee Show | Tuesday February 2nd, 2021",2021-02-02T20:43:31Z,390604,6431
390,"The Pat McAfee Show | Monday February 1st, 2021",2021-02-01T20:49:58Z,574700,7255
391,"The Pat McAfee Show | Friday January 29th, 2021",2021-01-29T20:43:22Z,362568,5944
392,"The Pat McAfee Show | Thursday January 28th, 2021",2021-01-28T20:37:34Z,507460,6301
393,"The Pat McAfee Show | Tuesday January 26th, 2021",2021-01-26T20:29:26Z,691144,16250
394,"The Pat McAfee Show | Monday January 25th, 2021",2021-01-25T20:17:04Z,432106,11382
395,"The Pat McAfee Show | Friday January 22nd, 2021",2021-01-22T20:32:37Z,368802,6011
396,"The Pat McAfee Show | Thursday January 21st, 2021",2021-01-21T20:19:06Z,330869,5928
397,"The Pat McAfee Show | Wednesday January 20th, 2021",2021-01-20T20:31:30Z,323407,5491
398,"The Pat McAfee Show | Monday January 18th, 2021",2021-01-18T20:34:30Z,397323,7125
399,"The Pat McAfee Show | Friday January 15th, 2021",2021-01-15T20:41:22Z,363903,6107
400,"The Pat McAfee Show | Thursday January 14th, 2021",2021-01-14T20:52:16Z,333360,5900
401,"The Pat McAfee Show | Wednesday January  13th, 2021",2021-01-13T20:31:17Z,360816,6101
402,"The Pat McAfee Show | Tuesday January 12th, 2021",2021-01-12T20:48:03Z,669746,9687
403,"The Pat McAfee Show | Monday January 11th, 2021",2021-01-11T20:20:21Z,505393,11518
404,The Pat McAfee Show | Friday January 8th. 2021,2021-01-08T20:31:37Z,388249,5968
405,"The Pat McAfee Show | Thursday January 7th, 2021",2021-01-07T20:11:54Z,357465,6872
406,"The Pat McAfee Show | Wednesday January 6th, 2021",2021-01-06T20:16:27Z,287900,5343
407,"The Pat McAfee Show | Tuesday January 5th, 2021",2021-01-05T20:27:50Z,451358,10390
408,"The Pat McAfee Show | Monday January 4th, 2021",2021-01-04T20:10:30Z,408705,8380
409,"The Pat McAfee Show | Thursday December 31st, 2020",2020-12-31T20:42:14Z,274046,6245
410,"The Pat McAfee Show | Wednesday December 30th, 2020",2020-12-30T21:08:59Z,304887,8222
411,"The Pat McAfee Show | Tuesday December 29th, 2020",2020-12-29T20:50:18Z,492589,16579
412,"The Pat McAfee Show | Monday December 28th, 2020",2020-12-28T20:21:59Z,321000,5874
413,"The Pat McAfee Show | Wednesday December 23rd, 2020",2020-12-23T20:21:00Z,249765,3824
414,"The Pat McAfee Show | Tuesday December 22nd, 2020",2020-12-22T20:43:15Z,314878,5977
415,"The Pat McAfee Show | Monday December 21st, 2020",2020-12-21T20:11:04Z,250806,4100
416,"The Pat McAfee Show | Friday December 18th, 2020",2020-12-18T20:48:56Z,248929,4316
417,"The Pat McAfee Show | Thursday December 17th, 2020",2020-12-17T20:31:46Z,192174,3213
418,"The Pat McAfee Show | Wednesday December 16th, 2020",2020-12-16T20:34:42Z,184889,3549
419,"The Pat McAfee Show | Tuesday December 15th, 2020",2020-12-15T20:34:41Z,293412,5486
420,"The Pat McAfee Show | Monday December 14th, 2020",2020-12-14T20:14:58Z,243430,3615
421,"The Pat McAfee Show | Friday December 11th, 2020",2020-12-11T20:16:43Z,257122,4406
422,"The Pat McAfee Show | Thursday December 10th, 2020",2020-12-10T20:14:44Z,182538,3326
423,"The Pat McAfee Show | Wednesday December 9th, 2020",2020-12-09T20:14:47Z,208740,3288
424,"The Pat McAfee Show | Tuesday December  8th, 2020",2020-12-08T20:12:55Z,285518,5437
425,"The Pat McAfee Show | Monday December 7th, 2020",2020-12-07T20:16:51Z,268046,4457
426,"The Pat McAfee Show | Friday December 4th, 2020",2020-12-04T20:16:40Z,223670,3599
427,"The Pat McAfee Show | Thursday December 3rd, 2020",2020-12-03T20:39:15Z,196867,2917
428,"The Pat McAfee Show | Wednesday December 2nd, 2020",2020-12-02T20:35:19Z,174363,3125
429,"The Pat McAfee Show | Tuesday December 1st, 2020",2020-12-01T21:17:10Z,331259,5062
430,"The Pat McAfee Show | Monday November 30th, 2020",2020-11-30T20:39:59Z,267102,4301
431,"The Pat McAfee Show | Friday November 27th, 2020",2020-11-27T20:42:43Z,234553,3746
432,"The Pat McAfee Show | Wednesday November 25th, 2020",2020-11-25T20:27:06Z,196338,3591
433,"The Pat McAfee Show | Tuesday November 24th, 2020",2020-11-24T20:51:37Z,268439,4711
434,"The Pat McAfee Show | Monday November 23rd, 2020",2020-11-23T20:18:15Z,260041,4041
435,"The Pat McAfee Show | Friday November 20th, 2020",2020-11-20T20:35:41Z,226453,3306
436,"The Pat McAfee Show | Thursday November 19th, 2020",2020-11-19T20:20:30Z,180697,3024
437,"The Pat McAfee Show | Wednesday November 18th, 2020",2020-11-18T20:24:36Z,178828,3000
438,"The Pat McAfee Show | Tuesday November 17th, 2020",2020-11-17T20:28:16Z,267435,4884
439,"The Pat McAfee Show | Monday November 16th, 2020",2020-11-16T20:21:35Z,232836,3691
440,"The Pat McAfee Show | Friday November 13th, 2020",2020-11-13T20:18:53Z,202773,3010
441,"The Pat McAfee Show | Thursday November 12th, 2020",2020-11-12T20:24:29Z,172996,2870
442,"The Pat McAfee Show | Wednesday November 11th, 2020",2020-11-11T20:23:57Z,187682,3149
443,"The Pat McAfee Show | Tuesday November 10th, 2020",2020-11-10T20:36:16Z,253541,4622
444,"The Pat McAfee Show | Monday November 9th, 2020",2020-11-09T20:29:08Z,235747,3858
445,"The Pat McAfee Show | Friday November 6th, 2020",2020-11-06T20:34:52Z,218403,3882
446,"The Pat McAfee Show | Thursday November 5th, 2020",2020-11-05T20:30:15Z,192946,3136
447,"The Pat McAfee Show | Wednesday November 4th, 2020",2020-11-04T20:19:16Z,198155,3171
448,"The Pat McAfee Show | November 3rd, 2020",2020-11-03T20:18:19Z,248024,3792
449,"The Pat McAfee Show | Monday November 2nd, 2020",2020-11-02T20:16:51Z,222593,4031
450,"The Pat McAfee Show | Friday October 30th, 2020",2020-10-30T19:21:42Z,191684,3200
451,"The Pat McAfee Show | Thursday October 29th, 2020",2020-10-29T19:15:32Z,190920,3374
452,"The Pat McAfee Show | Wednesday October 28th, 2020",2020-10-28T19:39:59Z,191208,3201
453,"The Pat McAfee Show | Tuesday October 27th, 2020",2020-10-27T20:00:00Z,311529,2826
454,"The Pat McAfee Show | Monday October 26th, 2020",2020-10-26T19:52:54Z,309775,5605
455,"The Pat McAfee Show | Friday October 23rd, 2020",2020-10-23T19:17:23Z,214956,3422
456,"The Pat McAfee Show | Thursday October 22nd, 2020",2020-10-22T19:27:57Z,220193,3824
457,"The Pat McAfee Show | Wednesday October 21st, 2020",2020-10-21T19:32:03Z,189620,3260
458,"The Pat McAfee Show | Tuesday October 20th, 2020",2020-10-20T19:16:26Z,270881,5327
459,"The Pat McAfee Show | Monday October 19th, 2020",2020-10-19T19:23:30Z,255211,4081
460,"The Pat McAfee Show | October 16th, 2020",2020-10-16T19:22:29Z,247064,3649
461,"The Pat McAfee Show | Thursday October 15th, 2020",2020-10-15T19:29:16Z,184545,3298
462,"The Pat McAfee Show | Wednesday October 14th, 2020",2020-10-14T19:20:47Z,197944,3569
463,"The Pat McAfee Show | October 13th, 2020",2020-10-13T19:27:53Z,291133,5477
464,"The Pat McAfee Show | October 12th, 2020",2020-10-12T19:16:17Z,282702,4763
465,"The Pat McAfee Show | Friday October 9th, 2020",2020-10-09T19:28:59Z,216900,4090
466,"The Pat McAfee Show | Thursday October 8th, 2020",2020-10-08T19:19:12Z,203635,3558
467,"You Got Us To 1 Million Subs, We Want To Give You $100,000",2020-10-07T16:40:18Z,78052,4907
468,"The Pat McAfee Show | Wednesday October 7th, 2020",2020-10-07T19:47:22Z,229906,4224
469,"The Pat McAfee Show | Tuesday October 6th, 2020",2020-10-06T19:53:43Z,373524,7505
470,"The Pat McAfee Show | Monday October 5th, 2020",2020-10-05T19:26:01Z,222158,5582
471,"The Pat McAfee Show | October 2nd, 2020",2020-10-02T19:35:15Z,191197,3365
472,"The Pat McAfee Show | Thursday October 1st, 2020",2020-10-01T19:37:48Z,179988,3165
473,"The Pat McAfee Show | Wednesday September 30th, 2020",2020-09-30T19:34:12Z,211194,3616
474,"The Pat McAfee Show | Tuesday September 29th, 2020",2020-09-29T19:39:30Z,284542,6182
475,"The Pat McAfee Show | Monday September 28th, 2020",2020-09-28T19:40:35Z,247078,4393
476,"The Pat McAfee Show | Friday September 25th, 2020",2020-09-25T19:15:26Z,165402,3154
477,"The Pat McAfee Show | Thursday September 24th, 2020",2020-09-24T19:17:44Z,191491,3404
478,"The Pat McAfee Show | Wednesday September 23rd, 2020",2020-09-23T19:20:18Z,194880,3552
479,"The Pat McAfee Show | Tuesday September 22nd, 2020",2020-09-22T20:32:41Z,488614,3584
480,"The Pat McAfee Show | Monday September 21st, 2020",2020-09-21T19:17:44Z,266627,5277
481,"The Pat McAfee Show | Friday September 18th, 2020",2020-09-18T19:31:54Z,184724,3699
482,"The Pat McAfee Show | Thursday September 17th, 2020",2020-09-17T19:16:04Z,167207,5302
